================================================================
   TABLE DE MAPPING DES ICÔNES -- Feather -> Lucide
   @gladysassistant/theme-optimized
================================================================

Date           : 10/03/2026 23:51:26
  icon-square-radical                        icon-square-round-corner                   icon-square-scissors                       icon-square-sigma
  icon-square-slash                          icon-square-split-horizontal               icon-square-split-vertical                 icon-square-square
  icon-square-stack                          icon-square-star                           icon-square-stop                           icon-square-terminal
  icon-square-user                           icon-square-user-round                     icon-square-x                              icon-squares-exclude
  icon-squares-intersect                     icon-squares-subtract                      icon-squares-unite                         icon-squircle
  icon-squircle-dashed                       icon-squirrel                              icon-stamp                                 icon-star
  icon-star-half                             icon-star-off                              icon-stars                                 icon-step-back
  icon-step-forward                          icon-stethoscope                           icon-sticker                               icon-sticky-note
  icon-stone                                 icon-stop-circle                           icon-store                                 icon-stretch-horizontal
  icon-stretch-vertical                      icon-strikethrough                         icon-subscript                             icon-subtitles
  icon-sun                                   icon-sun-dim                               icon-sun-medium                            icon-sun-moon
  icon-sun-snow                              icon-sunrise                               icon-sunset                                icon-superscript
  icon-swatch-book                           icon-swiss-franc                           icon-switch-camera                         icon-sword
  icon-swords                                icon-syringe                               icon-table                                 icon-table-2
  icon-table-cells-merge                     icon-table-cells-split                     icon-table-columns-split                   icon-table-config
  icon-table-of-contents                     icon-table-properties                      icon-table-rows-split                      icon-tablet
  icon-tablet-smartphone                     icon-tablets                               icon-tag                                   icon-tags
  icon-tally-1                               icon-tally-2                               icon-tally-3                               icon-tally-4
  icon-tally-5                               icon-tangent                               icon-target                                icon-telescope
  icon-tent                                  icon-tent-tree                             icon-terminal                              icon-terminal-square
  icon-test-tube                             icon-test-tube-2                           icon-test-tube-diagonal                    icon-test-tubes
  icon-text                                  icon-text-align-center                     icon-text-align-end                        icon-text-align-justify
  icon-text-align-start                      icon-text-cursor                           icon-text-cursor-input                     icon-text-initial
  icon-text-quote                            icon-text-search                           icon-text-select                           icon-text-selection
  icon-text-wrap                             icon-theater                               icon-thermometer                           icon-thermometer-snowflake
  icon-thermometer-sun                       icon-thumbs-down                           icon-thumbs-up                             icon-ticket
  icon-ticket-check                          icon-ticket-minus                          icon-ticket-percent                        icon-ticket-plus
  icon-ticket-slash                          icon-ticket-x                              icon-tickets                               icon-tickets-plane
  icon-timer                                 icon-timer-off                             icon-timer-reset                           icon-toggle-left
  icon-toggle-right                          icon-toilet                                icon-tool-case                             icon-toolbox
  icon-tornado                               icon-torus                                 icon-touchpad                              icon-touchpad-off
  icon-towel-rack                            icon-tower-control                         icon-toy-brick                             icon-tractor
  icon-traffic-cone                          icon-train                                 icon-train-front                           icon-train-front-tunnel
  icon-train-track                           icon-tram-front                            icon-transgender                           icon-trash
  icon-trash-2                               icon-tree-deciduous                        icon-tree-palm                             icon-tree-pine
  icon-trees                                 icon-trello                                icon-trending-down                         icon-trending-up
  icon-trending-up-down                      icon-triangle                              icon-triangle-alert                        icon-triangle-dashed
  icon-triangle-right                        icon-trophy                                icon-truck                                 icon-truck-electric
  icon-turkish-lira                          icon-turntable                             icon-turtle                                icon-tv
  icon-tv-2                                  icon-tv-minimal                            icon-tv-minimal-play                       icon-twitch
  icon-twitter                               icon-type                                  icon-type-outline                          icon-umbrella
  icon-umbrella-off                          icon-underline                             icon-undo                                  icon-undo-2
  icon-undo-dot                              icon-unfold-horizontal                     icon-unfold-vertical                       icon-ungroup
  icon-university                            icon-unlink                                icon-unlink-2                              icon-unlock
  icon-unlock-keyhole                        icon-unplug                                icon-upload                                icon-upload-cloud
  icon-usb                                   icon-user                                  icon-user-2                                icon-user-check
  icon-user-check-2                          icon-user-circle                           icon-user-circle-2                         icon-user-cog
  icon-user-cog-2                            icon-user-key                              icon-user-lock                             icon-user-minus
  icon-user-minus-2                          icon-user-pen                              icon-user-plus                             icon-user-plus-2
  icon-user-round                            icon-user-round-check                      icon-user-round-cog                        icon-user-round-key
  icon-user-round-minus                      icon-user-round-pen                        icon-user-round-plus                       icon-user-round-search
  icon-user-round-x                          icon-user-search                           icon-user-square                           icon-user-square-2
  icon-user-star                             icon-user-x                                icon-user-x-2                              icon-users
  icon-users-2                               icon-users-round                           icon-utensils                              icon-utensils-crossed
  icon-utility-pole                          icon-van                                   icon-variable                              icon-vault
  icon-vector-square                         icon-vegan                                 icon-venetian-mask                         icon-venus
  icon-venus-and-mars                        icon-verified                              icon-vibrate                               icon-vibrate-off
  icon-video                                 icon-video-off                             icon-videotape                             icon-view
  icon-voicemail                             icon-volleyball                            icon-volume                                icon-volume-1
  icon-volume-2                              icon-volume-off                            icon-volume-x                              icon-vote
  icon-wallet                                icon-wallet-2                              icon-wallet-cards                          icon-wallet-minimal
  icon-wallpaper                             icon-wand                                  icon-wand-2                                icon-wand-sparkles
  icon-warehouse                             icon-washing-machine                       icon-watch                                 icon-waves
  icon-waves-arrow-down                      icon-waves-arrow-up                        icon-waves-ladder                          icon-waypoints
  icon-webcam                                icon-webhook                               icon-webhook-off                           icon-weight
  icon-weight-tilde                          icon-wheat                                 icon-wheat-off                             icon-whole-word
  icon-wifi                                  icon-wifi-cog                              icon-wifi-high                             icon-wifi-low
  icon-wifi-off                              icon-wifi-pen                              icon-wifi-sync                             icon-wifi-zero
  icon-wind                                  icon-wind-arrow-down                       icon-wine                                  icon-wine-off
  icon-workflow                              icon-worm                                  icon-wrap-text                             icon-wrench
  icon-x                                     icon-x-circle                              icon-x-line-top                            icon-x-octagon
  icon-x-square                              icon-youtube                               icon-zap                                   icon-zap-off
  icon-zodiac-aquarius                       icon-zodiac-aries                          icon-zodiac-cancer                         icon-zodiac-capricorn
  icon-zodiac-gemini                         icon-zodiac-leo                            icon-zodiac-libra                          icon-zodiac-ophiuchus
  icon-zodiac-pisces                         icon-zodiac-sagittarius                    icon-zodiac-scorpio                        icon-zodiac-taurus
  icon-zodiac-virgo                          icon-zoom-in                               icon-zoom-out

------------------------------------------------------------------------
Généré par migrate-theme-optimized.js -- lucide-static@0.577.0
